순위,영화명,평점,날짜
48,신과함께-죄와 벌,7.83,20210117
49,반교: 디텐션,7.80,20210117
50,펀치 드렁크 러브,7.72,20210117
1,극장판 바이올렛 에버가든,9.52,20210118
2,가나의 혼인잔치: 언약,9.49,20210118
3,언플랜드,9.41,20210118
4,부활: 그 증거,9.41,20210118
5,늑대와 춤을,9.29,20210118
6,인생,9.28,20210118
7,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.26,20210118
8,제리 맥과이어,9.16,20210118
9,사랑의 블랙홀,9.15,20210118
10,러브레터,9.12,20210118
11,노팅 힐,9.08,20210118
12,글루미 선데이,9.06,20210118
13,타오르는 여인의 초상,9.06,20210118
14,노트북,9.05,20210118
15,굿바이,9.04,20210118
16,비긴 어게인,9.04,20210118
17,남매의 여름밤,8.95,20210118
18,러브 액츄얼리,8.93,20210118
19,담보,8.92,20210118
20,해리가 샐리를 만났을 때,8.88,20210118
21,1917,8.87,20210118
22,이별의 아침에 약속의 꽃을 장식하자,8.83,20210118
23,라빠르망,8.81,20210118
24,너의 이름은.,8.79,20210118
25,화양연화,8.73,20210118
26,맨체스터 바이 더 씨,8.72,20210118
27,족벌 두 신문 이야기,8.71,20210118
28,찬실이는 복도 많지,8.71,20210118
29,토탈 이클립스,8.65,20210118
30,프란츠,8.65,20210118
31,라라랜드,8.61,20210118
32,철도원,8.59,20210118
33,내일을 위한 시간,8.54,20210118
34,백엔의 사랑,8.51,20210118
35,아비정전,8.50,20210118
36,스윙키즈,8.40,20210118
37,초속5센티미터,8.36,20210118
38,삼진그룹 영어토익반,8.35,20210118
39,너의 췌장을 먹고 싶어,8.35,20210118
40,나의 사적인 여자친구,8.20,20210118
41,테넷,8.19,20210118
42,런,8.14,20210118
43,너의 췌장을 먹고 싶어,8.08,20210118
44,무드 인디고,8.02,20210118
45,블레이드 러너 2049,7.99,20210118
46,날씨의 아이,7.98,20210118
47,아이 엠 러브,7.85,20210118
48,신과함께-죄와 벌,7.83,20210118
49,반교: 디텐션,7.80,20210118
50,펀치 드렁크 러브,7.72,20210118
1,극장판 바이올렛 에버가든,9.52,20210119
2,가나의 혼인잔치: 언약,9.49,20210119
3,언플랜드,9.42,20210119
4,부활: 그 증거,9.41,20210119
5,늑대와 춤을,9.29,20210119
6,인생,9.28,20210119
7,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.26,20210119
8,제리 맥과이어,9.16,20210119
9,사랑의 블랙홀,9.15,20210119
10,러브레터,9.12,20210119
11,노팅 힐,9.08,20210119
12,글루미 선데이,9.06,20210119
13,타오르는 여인의 초상,9.06,20210119
14,노트북,9.05,20210119
15,굿바이,9.04,20210119
16,비긴 어게인,9.04,20210119
17,남매의 여름밤,8.95,20210119
18,러브 액츄얼리,8.93,20210119
19,담보,8.92,20210119
20,해리가 샐리를 만났을 때,8.88,20210119
21,1917,8.87,20210119
22,라빠르망,8.81,20210119
23,너의 이름은.,8.79,20210119
24,화양연화,8.74,20210119
25,족벌 두 신문 이야기,8.73,20210119
26,맨체스터 바이 더 씨,8.72,20210119
27,찬실이는 복도 많지,8.71,20210119
28,토탈 이클립스,8.65,20210119
29,프란츠,8.65,20210119
30,라라랜드,8.61,20210119
31,내일을 위한 시간,8.54,20210119
32,백엔의 사랑,8.51,20210119
33,아비정전,8.50,20210119
34,스윙키즈,8.40,20210119
35,초속5센티미터,8.36,20210119
36,삼진그룹 영어토익반,8.35,20210119
37,너의 췌장을 먹고 싶어,8.35,20210119
38,나의 사적인 여자친구,8.20,20210119
39,테넷,8.19,20210119
40,런,8.13,20210119
41,너의 췌장을 먹고 싶어,8.08,20210119
42,무드 인디고,8.02,20210119
43,블레이드 러너 2049,7.99,20210119
44,날씨의 아이,7.98,20210119
45,아이 엠 러브,7.85,20210119
46,신과함께-죄와 벌,7.83,20210119
47,반교: 디텐션,7.80,20210119
48,펀치 드렁크 러브,7.72,20210119
49,"안녕, 티라노: 영원히, 함께",7.59,20210119
50,루비 스팍스,7.51,20210119
1,소울,9.53,20210120
2,극장판 바이올렛 에버가든,9.52,20210120
3,가나의 혼인잔치: 언약,9.49,20210120
4,언플랜드,9.42,20210120
5,부활: 그 증거,9.41,20210120
6,늑대와 춤을,9.29,20210120
7,인생,9.28,20210120
8,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.26,20210120
9,사랑의 블랙홀,9.15,20210120
10,러브레터,9.12,20210120
11,노팅 힐,9.09,20210120
12,타오르는 여인의 초상,9.06,20210120
13,노트북,9.05,20210120
14,굿바이,9.04,20210120
15,비긴 어게인,9.04,20210120
16,남매의 여름밤,8.95,20210120
17,러브 액츄얼리,8.93,20210120
18,담보,8.92,20210120
19,해리가 샐리를 만났을 때,8.88,20210120
20,이별의 아침에 약속의 꽃을 장식하자,8.83,20210120
21,라빠르망,8.81,20210120
22,너의 이름은.,8.79,20210120
23,화양연화,8.75,20210120
24,족벌 두 신문 이야기,8.74,20210120
25,맨체스터 바이 더 씨,8.72,20210120
26,찬실이는 복도 많지,8.71,20210120
27,프란츠,8.65,20210120
28,라라랜드,8.61,20210120
29,내일을 위한 시간,8.54,20210120
30,백엔의 사랑,8.51,20210120
31,아비정전,8.50,20210120
32,초속5센티미터,8.36,20210120
33,삼진그룹 영어토익반,8.35,20210120
34,너의 췌장을 먹고 싶어,8.35,20210120
35,나의 사적인 여자친구,8.20,20210120
36,테넷,8.19,20210120
37,런,8.13,20210120
38,너의 췌장을 먹고 싶어,8.08,20210120
39,무드 인디고,8.02,20210120
40,날씨의 아이,7.98,20210120
41,아이 엠 러브,7.85,20210120
42,신과함께-죄와 벌,7.83,20210120
43,펀치 드렁크 러브,7.72,20210120
44,"안녕, 티라노: 영원히, 함께",7.59,20210120
45,루비 스팍스,7.51,20210120
46,도굴,7.30,20210120
47,애비규환,7.03,20210120
48,조제,6.54,20210120
49,이웃사촌,5.98,20210120
50,원더 우먼 1984,5.23,20210120
1,극장판 바이올렛 에버가든,9.52,20210121
2,소울,9.51,20210121
3,가나의 혼인잔치: 언약,9.49,20210121
4,언플랜드,9.42,20210121
5,부활: 그 증거,9.41,20210121
6,늑대와 춤을,9.29,20210121
7,인생,9.28,20210121
8,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.26,20210121
9,어바웃 타임,9.17,20210121
10,사랑의 블랙홀,9.15,20210121
11,러브레터,9.12,20210121
12,노팅 힐,9.09,20210121
13,타오르는 여인의 초상,9.06,20210121
14,굿바이,9.04,20210121
15,남매의 여름밤,8.95,20210121
16,러브 액츄얼리,8.93,20210121
17,담보,8.92,20210121
18,해리가 샐리를 만났을 때,8.88,20210121
19,이별의 아침에 약속의 꽃을 장식하자,8.83,20210121
20,라빠르망,8.81,20210121
21,너의 이름은.,8.79,20210121
22,화양연화,8.75,20210121
23,족벌 두 신문 이야기,8.72,20210121
24,맨체스터 바이 더 씨,8.72,20210121
25,찬실이는 복도 많지,8.71,20210121
26,프란츠,8.65,20210121
27,라라랜드,8.61,20210121
28,내일을 위한 시간,8.54,20210121
29,백엔의 사랑,8.51,20210121
30,아비정전,8.50,20210121
31,초속5센티미터,8.36,20210121
32,너의 췌장을 먹고 싶어,8.35,20210121
33,삼진그룹 영어토익반,8.35,20210121
34,나의 사적인 여자친구,8.20,20210121
35,테넷,8.19,20210121
36,런,8.13,20210121
37,너의 췌장을 먹고 싶어,8.08,20210121
38,무드 인디고,8.02,20210121
39,날씨의 아이,7.98,20210121
40,아이 엠 러브,7.85,20210121
41,신과함께-죄와 벌,7.83,20210121
42,펀치 드렁크 러브,7.72,20210121
43,신과함께-인과 연,7.71,20210121
44,"안녕, 티라노: 영원히, 함께",7.59,20210121
45,루비 스팍스,7.51,20210121
46,도굴,7.30,20210121
47,애비규환,7.03,20210121
48,조제,6.52,20210121
49,이웃사촌,5.98,20210121
50,원더 우먼 1984,5.22,20210121
1,극장판 바이올렛 에버가든,9.52,20210122
2,소울,9.51,20210122
3,가나의 혼인잔치: 언약,9.49,20210122
4,언플랜드,9.42,20210122
5,부활: 그 증거,9.41,20210122
6,늑대와 춤을,9.29,20210122
7,인생,9.28,20210122
8,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.26,20210122
9,어바웃 타임,9.18,20210122
10,사랑의 블랙홀,9.15,20210122
11,러브레터,9.12,20210122
12,노팅 힐,9.09,20210122
13,타오르는 여인의 초상,9.06,20210122
14,굿바이,9.04,20210122
15,남매의 여름밤,8.95,20210122
16,러브 액츄얼리,8.93,20210122
17,담보,8.92,20210122
18,해리가 샐리를 만났을 때,8.88,20210122
19,이별의 아침에 약속의 꽃을 장식하자,8.83,20210122
20,라빠르망,8.81,20210122
21,너의 이름은.,8.79,20210122
22,화양연화,8.76,20210122
23,족벌 두 신문 이야기,8.72,20210122
24,맨체스터 바이 더 씨,8.72,20210122
25,찬실이는 복도 많지,8.71,20210122
26,프란츠,8.65,20210122
27,라라랜드,8.61,20210122
28,내일을 위한 시간,8.54,20210122
29,백엔의 사랑,8.51,20210122
30,아비정전,8.50,20210122
31,초속5센티미터,8.36,20210122
32,너의 췌장을 먹고 싶어,8.35,20210122
33,삼진그룹 영어토익반,8.35,20210122
34,나의 사적인 여자친구,8.20,20210122
35,테넷,8.19,20210122
36,런,8.13,20210122
37,너의 췌장을 먹고 싶어,8.08,20210122
38,무드 인디고,8.02,20210122
39,날씨의 아이,7.98,20210122
40,아이 엠 러브,7.85,20210122
41,신과함께-죄와 벌,7.83,20210122
42,신과함께-인과 연,7.71,20210122
43,"안녕, 티라노: 영원히, 함께",7.59,20210122
44,루비 스팍스,7.51,20210122
45,도굴,7.30,20210122
46,애비규환,7.02,20210122
47,조제,6.51,20210122
48,이웃사촌,5.99,20210122
49,원더 우먼 1984,5.21,20210122
1,극장판 바이올렛 에버가든,9.52,20210123
2,소울,9.48,20210123
3,가나의 혼인잔치: 언약,9.47,20210123
4,언플랜드,9.42,20210123
5,부활: 그 증거,9.41,20210123
6,늑대와 춤을,9.30,20210123
7,인생,9.28,20210123
8,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.26,20210123
9,어바웃 타임,9.18,20210123
10,사랑의 블랙홀,9.15,20210123
11,러브레터,9.12,20210123
12,노팅 힐,9.09,20210123
13,타오르는 여인의 초상,9.06,20210123
14,굿바이,9.04,20210123
15,남매의 여름밤,8.95,20210123
16,러브 액츄얼리,8.93,20210123
17,담보,8.91,20210123
18,해리가 샐리를 만났을 때,8.88,20210123
19,이별의 아침에 약속의 꽃을 장식하자,8.84,20210123
20,라빠르망,8.81,20210123
21,너의 이름은.,8.79,20210123
22,화양연화,8.76,20210123
23,족벌 두 신문 이야기,8.73,20210123
24,맨체스터 바이 더 씨,8.72,20210123
25,찬실이는 복도 많지,8.71,20210123
26,프란츠,8.65,20210123
27,라라랜드,8.61,20210123
28,내일을 위한 시간,8.54,20210123
29,백엔의 사랑,8.51,20210123
30,아비정전,8.50,20210123
31,초속5센티미터,8.36,20210123
32,너의 췌장을 먹고 싶어,8.35,20210123
33,삼진그룹 영어토익반,8.35,20210123
34,나의 사적인 여자친구,8.20,20210123
35,테넷,8.19,20210123
36,런,8.13,20210123
37,너의 췌장을 먹고 싶어,8.08,20210123
38,무드 인디고,8.02,20210123
39,날씨의 아이,7.98,20210123
40,아이 엠 러브,7.85,20210123
41,신과함께-죄와 벌,7.83,20210123
42,펀치 드렁크 러브,7.72,20210123
43,신과함께-인과 연,7.71,20210123
44,"안녕, 티라노: 영원히, 함께",7.59,20210123
45,루비 스팍스,7.51,20210123
46,도굴,7.30,20210123
47,애비규환,7.02,20210123
48,조제,6.51,20210123
49,이웃사촌,5.98,20210123
50,원더 우먼 1984,5.21,20210123
1,극장판 바이올렛 에버가든,9.51,20210124
2,소울,9.46,20210124
3,가나의 혼인잔치: 언약,9.45,20210124
4,언플랜드,9.42,20210124
5,부활: 그 증거,9.41,20210124
6,늑대와 춤을,9.30,20210124
7,인생,9.28,20210124
8,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.27,20210124
9,어바웃 타임,9.18,20210124
10,사랑의 블랙홀,9.15,20210124
11,러브레터,9.12,20210124
12,노팅 힐,9.09,20210124
13,타오르는 여인의 초상,9.06,20210124
14,굿바이,9.04,20210124
15,남매의 여름밤,8.95,20210124
16,러브 액츄얼리,8.93,20210124
17,담보,8.92,20210124
18,해리가 샐리를 만났을 때,8.88,20210124
19,이별의 아침에 약속의 꽃을 장식하자,8.84,20210124
20,라빠르망,8.81,20210124
21,너의 이름은.,8.79,20210124
22,족벌 두 신문 이야기,8.76,20210124
23,화양연화,8.75,20210124
24,맨체스터 바이 더 씨,8.72,20210124
25,찬실이는 복도 많지,8.71,20210124
26,프란츠,8.65,20210124
27,라라랜드,8.61,20210124
28,백엔의 사랑,8.51,20210124
29,아비정전,8.50,20210124
30,초속5센티미터,8.36,20210124
31,너의 췌장을 먹고 싶어,8.36,20210124
32,삼진그룹 영어토익반,8.35,20210124
33,나의 사적인 여자친구,8.20,20210124
34,테넷,8.19,20210124
35,런,8.14,20210124
36,너의 췌장을 먹고 싶어,8.08,20210124
37,무드 인디고,8.02,20210124
38,날씨의 아이,7.98,20210124
39,아이 엠 러브,7.85,20210124
40,신과함께-죄와 벌,7.83,20210124
41,펀치 드렁크 러브,7.72,20210124
42,신과함께-인과 연,7.71,20210124
43,"안녕, 티라노: 영원히, 함께",7.59,20210124
44,루비 스팍스,7.51,20210124
45,도굴,7.30,20210124
46,애비규환,7.02,20210124
47,조제,6.51,20210124
48,이웃사촌,5.99,20210124
49,원더 우먼 1984,5.21,20210124
1,극장판 바이올렛 에버가든,9.51,20210125
2,가나의 혼인잔치: 언약,9.45,20210125
3,소울,9.43,20210125
4,언플랜드,9.42,20210125
5,부활: 그 증거,9.41,20210125
6,동주,9.37,20210125
7,늑대와 춤을,9.30,20210125
8,인생,9.28,20210125
9,페이트 스테이 나이트 헤븐즈필 III.스프링 송,9.27,20210125
10,어바웃 타임,9.18,20210125
11,러브레터,9.12,20210125
12,노팅 힐,9.09,20210125
13,타오르는 여인의 초상,9.06,20210125
14,굿바이,9.04,20210125
15,남매의 여름밤,8.95,20210125
16,러브 액츄얼리,8.93,20210125
17,담보,8.92,20210125
18,해리가 샐리를 만났을 때,8.88,20210125
19,이별의 아침에 약속의 꽃을 장식하자,8.84,20210125
20,라빠르망,8.80,20210125
21,너의 이름은.,8.79,20210125
22,족벌 두 신문 이야기,8.77,20210125
23,화양연화,8.74,20210125
24,맨체스터 바이 더 씨,8.72,20210125
25,찬실이는 복도 많지,8.71,20210125
26,프란츠,8.65,20210125
27,라라랜드,8.61,20210125
28,백엔의 사랑,8.51,20210125
29,아비정전,8.50,20210125
30,초속5센티미터,8.36,20210125
31,너의 췌장을 먹고 싶어,8.36,20210125
32,삼진그룹 영어토익반,8.35,20210125
33,테넷,8.19,20210125
34,런,8.14,20210125
35,너의 췌장을 먹고 싶어,8.08,20210125
